"","Mycontrast.logFC","Mycontrast.t","Mycontrast.P.Value","Mycontrast.adj.P.Val","Mycontrast.B"
"ARRDC3",1.4103760170297,5.01198706853719,1.63064655670823e-06,1.03776260662851e-05,4.17284553856462
"GNG7",2.05827154512557,4.9426706591994,2.20811991776243e-06,1.35949905220636e-05,4.16616958820687
"PCCA",1.16629786074441,4.98386298220446,1.84466968739516e-06,1.16057178478009e-05,4.16563878207471
"ARHGAP20",2.81884668653356,4.84573111673386,3.35898640221071e-06,1.96388639362129e-05,4.15150224674287
"SCARA5",7.10051467873897,4.82215021477394,3.71687585972874e-06,2.15315168564234e-05,4.14542445049235
"NHLRC1",-1.38085394864832,-4.85535948614307,3.22266759870193e-06,1.89760191359258e-05,4.14214767730423
"EMX1",-4.01876829506734,-4.82266230071581,3.70872522453162e-06,2.14937115399815e-05,4.13707655819588
"C10orf128",1.89164712293075,4.89711230863126,2.69109242092194e-06,1.62509556463798e-05,4.13493114866125
"EMCN",1.72423467802895,4.94517142134035,2.18420114345273e-06,1.34728043491949e-05,4.13116597779095
"RTN4R",-1.28611473008398,-4.90662071532564,2.58250315951575e-06,1.56667121978693e-05,4.1299666026441
"CDKN2D",-1.15145583018645,-4.94484823241855,2.18727810308105e-06,1.3479215920757e-05,4.12846698371663
"PDZD4",2.3804568647356,4.84321442012623,3.3955293983865e-06,1.98349887284997e-05,4.12762692857196
"ZNF497",-1.12353391315918,-4.90617799318931,2.5874634451803e-06,1.56896099189645e-05,4.11275393390631
"ROR1",1.51616288341938,4.87321582334729,2.98391777313595e-06,1.77439173287019e-05,4.10433064810147
"CPNE2",1.21880287740016,4.96641246747903,1.99092975923548e-06,1.23904005853455e-05,4.10184748210836
"RAB3IL1",1.21375726399138,4.9633769960248,2.01749579816754e-06,1.25321534767863e-05,4.10171936886036
"KCNMB3",-1.02649917017402,-4.86165479094984,3.1364549205399e-06,1.8501308539306e-05,4.09745950924816
"RASA3",1.76676869347426,4.9620514785844,2.02920422598404e-06,1.25871547651171e-05,4.083432641
"GALE",-1.1682130748787,-4.97976860725099,1.87801947925033e-06,1.17794449814239e-05,4.08277077964356
"LRP5",1.11638523561293,4.98757002648004,1.81497148873818e-06,1.14352983316129e-05,4.08094539229961
"N4BP2L1",1.23595291480218,4.92018657881688,2.43490490887421e-06,1.48530322034646e-05,4.07815384442205
"N4BP3",-1.35409312627572,-4.96989623541344,1.96085883781197e-06,1.22262597941047e-05,4.07508132982135
"FLI1",1.40542164981551,4.94254524569898,2.20932611857845e-06,1.35960901743775e-05,4.07287173478054
"FIGN",2.18800243872907,4.84732313116802,3.33606716941947e-06,1.95221161957492e-05,4.04266307394717
"PRKAR1B",1.01736169368388,4.96218235602427,2.02804524321105e-06,1.2585866141147e-05,4.03839041447685
"POLR2K",-1.0684760064597,-4.97983211989022,1.87749770803649e-06,1.17794449814239e-05,4.03510174659899
"PLA2R1",1.55638867268479,4.93836036392806,2.24994423008927e-06,1.3813926732395e-05,4.01614952601886
"ATOH8",3.9343603799595,4.80914330448318,3.92981866632834e-06,2.26165423115225e-05,4.0138481500501
"NOTCH1",1.07642751308631,4.9732396464757,1.93241446273155e-06,1.20716599416436e-05,4.01212001172282
"ENG",1.04065786587987,4.96303764099739,2.02048709237761e-06,1.25448450113788e-05,3.99370272706723
"PCDHB7",1.73210396208009,4.81706529199114,3.79875790938575e-06,2.19481947157567e-05,3.99333601956288
"SCPEP1",1.09488786635889,4.96773468873578,1.97946435382412e-06,1.23248437013868e-05,3.98610717386409
"SLIT2",2.06082705856828,4.91263288033207,2.51604907276675e-06,1.52916147366913e-05,3.97471554960027
"RASSF9",2.12141755135715,4.80023634401339,4.0824079895845e-06,2.33323283413358e-05,3.97156237988433
"CABLES2",-1.06240012451303,-4.91885830226139,2.44898724615143e-06,1.49251728483785e-05,3.94667523951379
"HSPB6",4.1331228832083,4.86792692043811,3.05278546957225e-06,1.80965074139384e-05,3.93734367686953
"NRP1",1.41808208206999,4.9529549573286,2.11135349510793e-06,1.30660982664981e-05,3.92680926846195
"CYP51A1",-1.10259381801557,-4.84924164093422,3.30864896885553e-06,1.94131860341142e-05,3.92591132935825
"PAPLN",1.44068281448689,4.88750380095901,2.80531956075288e-06,1.6840827181634e-05,3.92443041734965
"OPRD1",-2.61444075776884,-4.80439049864943,4.01054020820451e-06,2.30010652339635e-05,3.92334118785714
"ZNF165",-1.38331671322994,-4.84534654203801,3.36454573067826e-06,1.96626786937297e-05,3.91143880167036
"CCDC40",-1.16093345130255,-4.87701365312778,2.9353974646116e-06,1.75025884877314e-05,3.90676439593934
"TCEAL2",3.73521293917624,4.78784990560701,4.30417992703652e-06,2.44100319822633e-05,3.88902351993948
"SGSM2",1.16065562595375,4.94488043405079,2.18697133486142e-06,1.3479215920757e-05,3.88406076417163
"NDST1",1.08203066634695,4.92522465796162,2.38220222015989e-06,1.45785927728656e-05,3.87280805749677
"GGT5",1.09085269298778,4.93695337690312,2.26376244285742e-06,1.38923195182961e-05,3.87251584169599
"NMT2",1.73179775134905,4.8658223957564,3.08061537406994e-06,1.82288112765292e-05,3.8471789824373
"MICAL3",1.34690391070866,4.89036375194646,2.77083738190035e-06,1.66640679090561e-05,3.84626094727062
"PRSS27",-1.52462877618845,-4.7908212269949,4.24993970620843e-06,2.41541891120463e-05,3.84622188224118
"GAS7",2.00552566275454,4.91234116453936,2.51923482768305e-06,1.53039467424584e-05,3.84056383922189
"ST6GALNAC1",2.56851094057295,4.74433829832307,5.17954532672291e-06,2.88306959267441e-05,3.83554968335993
"FAM20A",1.51832387500277,4.85043907238355,3.29164685171724e-06,1.93305723457926e-05,3.83258447403619
"PRRG3",3.22417401517968,4.73527573104272,5.38242477639813e-06,2.97596582601436e-05,3.80249915303235
"GIMAP5",1.90757072016847,4.73823129480054,5.31542923721488e-06,2.95125657732229e-05,3.79628735895115
"NPTX2",-2.40608267010628,-4.74085044501557,5.25673446611615e-06,2.92480461401105e-05,3.7675620555638
"ADAMTS19",-2.51955177955359,-4.73758841716322,5.32993269413699e-06,2.95558841056691e-05,3.76400848583164
"AKR7A3",-2.66282846788666,-4.84736045893632,3.33553160810513e-06,1.95221161957492e-05,3.75930160370086
"PKP1",3.3721738848659,4.84222713885262,3.40996993590279e-06,1.98950294174683e-05,3.75737284468447
"GGH",-1.72480625898768,-4.88242667960488,2.86756202080878e-06,1.71599787866671e-05,3.74683798921626
"PDSS1",-1.22550734977671,-4.79697043772074,4.13978333183952e-06,2.3619436508654e-05,3.74543380572567
"FANK1",-1.58812050594347,-4.80482654348403,4.00306801033635e-06,2.2998086341624e-05,3.72863770608465
"MAN2A2",1.03857805797327,4.90088231958727,2.6475177742479e-06,1.60170588345103e-05,3.70853026972087
"TMCC3",1.53970066523945,4.82681931723286,3.64319785320327e-06,2.11510095637264e-05,3.70427246482573
"CCDC114",-1.59107451357387,-4.72098770232188,5.71799421786083e-06,3.1379005183126e-05,3.7032789798102
"PRKD3",1.00440281403829,4.87914159991534,2.90854663618052e-06,1.73581328567003e-05,3.70068289668828
"JDP2",1.3006851995537,4.86927893714336,3.03503539956509e-06,1.80155017369429e-05,3.69815239801094
"GPIHBP1",3.35549528930994,4.77110862029478,4.62254405876214e-06,2.60259065708433e-05,3.69199533360099
"SHE",1.83990257951921,4.80462307115051,4.00655309460546e-06,2.2998136223308e-05,3.68656245895869
"LAMB3",2.48138086912147,4.86821652130976,3.04897496744837e-06,1.80820205263601e-05,3.6856045614439
"NR2F1",2.18392478190677,4.8414307691651,3.42166145154018e-06,1.99436135089551e-05,3.67971442886638
"BASP1",-1.5167229119805,-4.87721958264754,2.93278853696758e-06,1.74949166513156e-05,3.6644904822552
"TXNDC17",-1.01841637594105,-4.87558982015444,2.95349773209359e-06,1.75867364956482e-05,3.66234663517347
"PCP2",-2.15485343154041,-4.73237733640117,5.44891770529561e-06,3.00770255147126e-05,3.64945356236942
"ABCA3",-1.31571402447811,-4.88385604040642,2.84990472720268e-06,1.7077486161965e-05,3.64907519049424
"GLIPR2",1.62032118148679,4.84829488089305,3.32215208571812e-06,1.94751414471141e-05,3.64659600751249
"TTC23",1.02901698917307,4.84579207719034,3.35810598909371e-06,1.96388639362129e-05,3.64190081872949
"TREM1",-2.38653083564458,-4.72084872791438,5.72135554155625e-06,3.13844341502201e-05,3.64127373918798
"EDA",1.67315352133434,4.73140532788865,5.47139431723492e-06,3.01759142189809e-05,3.63757810572561
"IGF2",2.21149944589279,4.87616496557541,2.94617328714406e-06,1.7551021504819e-05,3.63489423603476
"GSTP1",1.62557686821182,4.87259437584081,2.99193095506481e-06,1.77835752320137e-05,3.62935815513157
"PTPRG",1.09769218887911,4.87616573317515,2.94616352358502e-06,1.7551021504819e-05,3.62770491467482
"YWHAZ",-1.07211757171863,-4.82046872841977,3.74376156232856e-06,2.16682892524799e-05,3.62233150676243
"PCDHGB7",1.53333197000358,4.73968121941746,5.28285871188981e-06,2.93563643918581e-05,3.62072072607427
"CXCL10",-2.46395006905551,-4.81000117316494,3.91541732764353e-06,2.25532810892693e-05,3.6184221627226
"ZNF467",-1.22325365188301,-4.86225305707743,3.12837915702521e-06,1.84701403956272e-05,3.60766721051501
"MSTO2P",-1.02413050104598,-4.73547041475193,5.37798673598146e-06,2.97596582601436e-05,3.59906591244022
"DOC2B",2.25931855942933,4.79834937772073,4.11546350636634e-06,2.34908100313775e-05,3.5983767620421
"ATG9B",-1.49396078242938,-4.71968973522879,5.74946223396227e-06,3.1499434707062e-05,3.59778775059481
"EPHA10",-1.91870877483431,-4.78862186034848,4.29002409507008e-06,2.43610767390009e-05,3.5654658073209
"SGMS2",1.48438749956496,4.83779065784355,3.47559854273982e-06,2.02490727956805e-05,3.56331890369653
"LRRC15",-2.77521407527368,-4.83426348146678,3.52864789372142e-06,2.05231359749582e-05,3.56008707795783
"CXCL11",-2.77069428968468,-4.71742960259475,5.80465741695559e-06,3.17230162262451e-05,3.55856650575542
"MRC2",1.53495761634393,4.858627143241,3.17763495435442e-06,1.87275225305404e-05,3.55605343418702
"MGAT2",-1.17874107537388,-4.70945412507675,6.00355440741001e-06,3.27019466300707e-05,3.55420647142901
"RIMS4",-3.28612387572943,-4.7700003796429,4.64440534111925e-06,2.61378677449378e-05,3.549025532978
"PNPLA2",1.63266746521601,4.85119573569225,3.28094682822671e-06,1.92762910676144e-05,3.54840541773768
"PNPLA7",1.33764378785482,4.82314882339743,3.70099751472062e-06,2.14583252047627e-05,3.54577331752166
"FAM171A1",1.65587754589444,4.80053180187489,4.07725555947188e-06,2.33230299642769e-05,3.53346608117817
"ZNF93",-1.13498431272456,-4.77700426544664,4.50791057543245e-06,2.54346118650519e-05,3.51244427081842
"SEC61A2",-1.09050237527737,-4.76601005265038,4.72395121027179e-06,2.65340600938665e-05,3.5124253639433
"GRHL3",-1.8173796118492,-4.70003783604955,6.24687716260881e-06,3.38600703557874e-05,3.50893847548659
"MAL2",-1.76447364605604,-4.82411827639864,3.68564565202567e-06,2.13786837448276e-05,3.50743520262898
"VIT",3.73945213698675,4.67686575436177,6.88697056628802e-06,3.69811313159727e-05,3.50518255729316
"LSP1",1.31225990384774,4.85308365533443,3.25439645710581e-06,1.91543236316579e-05,3.50395535070854
"LMO2",1.24620279210159,4.79569953162849,4.16232104891567e-06,2.37071329307805e-05,3.48181986187872
"RPGRIP1",-1.04510601094128,-4.66431755823738,7.25960669066422e-06,3.8699377971063e-05,3.46866844429431
"ILDR1",-2.00542885367161,-4.800591230172,4.07621996263937e-06,2.33230299642769e-05,3.46862514854467
"MTHFS",-1.13707684271654,-4.71465647502641,5.87308123499786e-06,3.20572350743633e-05,3.46502669371619
"PCDHB6",1.97403393634811,4.66394724296393,7.27089460119484e-06,3.87355787685657e-05,3.46455348326838
"NYNRIN",1.16725823836298,4.81540349271323,3.82589468056913e-06,2.20856948161476e-05,3.46420522099099
"APBA1",1.72050665501072,4.73944509145667,5.28814979658875e-06,2.93734298734953e-05,3.46397193393957
"LENG8",1.20605733048167,4.84284014841556,3.40099671905571e-06,1.98581586892437e-05,3.45970381474575
"KCNQ3",-1.31830860524854,-4.72327739417526,5.66288857666289e-06,3.11153150987652e-05,3.45013239714383
"MEGF6",1.6052251766277,4.80095053858883,4.0699640838617e-06,2.33014689716894e-05,3.44326823874566
"IQCH",-1.03191012014393,-4.71423129349853,5.88364086765884e-06,3.20883974938145e-05,3.44316858228253
"KCNJ16",5.80991373862683,4.66923276389832,7.11137725651078e-06,3.80010631990687e-05,3.43625057448793
"MDP1",-1.0634081277414,-4.67378625711576,6.97667011085565e-06,3.74023185416565e-05,3.43419253224419
"LATS2",1.11309443489456,4.80936487240161,3.9260942207652e-06,2.26049402240837e-05,3.43313011615227
"ITGA7",3.41653222482727,4.76216971441026,4.80175188141344e-06,2.69089280571712e-05,3.42992499937067
"FCRLB",-2.28111642346169,-4.67560605114085,6.92352758256867e-06,3.71623502819335e-05,3.3988634289713
"ZNF43",-1.20734848272019,-4.81254816728126,3.87296068866961e-06,2.23281668286657e-05,3.38519389649929
"MYEF2",-1.00856304595032,-4.80735197306479,3.96005602340087e-06,2.27707523883602e-05,3.38252775628713
"HABP4",1.36930023150509,4.74028018495414,5.26946024432321e-06,2.93065273193108e-05,3.38046756322256
"PTCH1",1.4597580072455,4.73715725853434,5.33968117430628e-06,2.95851430557983e-05,3.37637892827702
"QPCT",-1.41547681353319,-4.74847192393462,5.08948474193799e-06,2.83651948696637e-05,3.3730064043801
"TPD52",-2.14189761023566,-4.79836260841874,4.1152308334053e-06,2.34908100313775e-05,3.37025955775361
"NPNT",-1.90995368229375,-4.81230347119739,3.87702015629257e-06,2.23418352299246e-05,3.36352177025516
"CBX6",1.3031799816701,4.81583733352205,3.81879210404941e-06,2.20543161626703e-05,3.36055557928809
"ARGLU1",1.00579154882545,4.81334757512839,3.85972732935489e-06,2.22615746707474e-05,3.35855469925361
"DNER",4.03191023323508,4.63112631849229,8.34165891851417e-06,4.39190167731241e-05,3.35854949024605
"PDLIM4",2.10780505197559,4.7695003488795,4.6543017490586e-06,2.61712989552887e-05,3.3548263645681
"KIAA0040",-1.20509372360418,-4.80469210187042,4.00537040365792e-06,2.2998136223308e-05,3.34251995144721
"CNKSR2",3.12441170914727,4.61210167183868,9.0304794882557e-06,4.70773341643464e-05,3.33139356553346
"NR4A1",2.60655600485425,4.79142679081245,4.23896689661863e-06,2.41021792046244e-05,3.31929548903284
"FCER2",5.14237508944467,4.66002475474303,7.39150592930594e-06,3.92601424932344e-05,3.31395036355861
"C12orf60",-1.30521456550259,-4.65691273302661,7.48857014491612e-06,3.97597398023215e-05,3.28926812012694
"EMP2",-1.10197984286713,-4.77990415411159,4.45254071993208e-06,2.51651286909105e-05,3.27695814518718
"TSPAN4",1.13476876966067,4.79857593002772,4.11148115194906e-06,2.34883450437988e-05,3.27637624196881
"B3GALT1",4.55400325210886,4.6471686450959,7.80052307992855e-06,4.13000083515545e-05,3.26425159918919
"CHRDL1",5.33561266506616,4.63802222135865,8.10474439179876e-06,4.2756727690546e-05,3.25788219356584
"PYROXD2",1.53115767971677,4.70664412150074,6.07519017261643e-06,3.30241746811372e-05,3.25152323768553
"CACNA2D1",1.94345576323948,4.72006629689915,5.74031562973338e-06,3.14623513243589e-05,3.24877311091857
"OTX1",-2.00891217395606,-4.62468811887294,8.56887892579296e-06,4.49543366642215e-05,3.23930300048722
"SAMD12",-1.40580568768446,-4.77414983723587,4.56306333187983e-06,2.57129007428032e-05,3.2266939788619
"TSPAN2",1.47884144962521,4.66904929180986,7.11685732518091e-06,3.80149936493615e-05,3.22665044259116
"STXBP2",-1.14880541162545,-4.78587544426379,4.34059305275821e-06,2.45849258052414e-05,3.22535302591001
"PTPRZ1",4.9979803867198,4.59890662895746,9.54016125570885e-06,4.95391968501899e-05,3.22291315132449
"PTK6",-1.85689768308933,-4.76421877100627,4.76008734565799e-06,2.66980566640105e-05,3.22091227636455
"NRIP2",1.04836403168473,4.66486218068298,7.24303634086788e-06,3.86328324641997e-05,3.21757632759535
"ADH1B",6.01417585140453,4.65036555518815,7.69681607937487e-06,4.08162619423683e-05,3.20321550389513
"HOXA9",2.44018164939294,4.60424212309832,9.33080861853133e-06,4.85282739118664e-05,3.20105688815977
"ARHGAP31",1.24748474487604,4.75839553774675,4.87942016291698e-06,2.73094789236695e-05,3.19281148003774
"PCDHB3",1.97693302293501,4.59441163804365,9.72004834619254e-06,5.03153206840663e-05,3.18560338407585
"SLC6A4",-3.19302187929744,-4.61239160472179,9.01958107832054e-06,4.70390529157505e-05,3.18495667712871
"ZNF485",-1.12477634339155,-4.64123008790296,7.9967639243485e-06,4.22544662472264e-05,3.17780590209101
"ACAP1",1.12849893687626,4.67127139944882,7.05075975863628e-06,3.77533801564211e-05,3.17705874120294
"INMT",2.82970709806553,4.62414018717075,8.58849053646338e-06,4.50393651557459e-05,3.16488382733736
"RHOQ",1.41099324012382,4.7691779742537,4.66069288062356e-06,2.61961034424513e-05,3.16374820502168
"PPP2R2C",-3.83018001974235,-4.6354323346768,8.19294959236668e-06,4.31876159588062e-05,3.16312750738525
"ENDOG",-1.0166934473466,-4.66316932791418,7.2946622090641e-06,3.8823682899488e-05,3.14333030830213
"RBPMS",1.15784528289071,4.76408616825756,4.76277299986629e-06,2.67018006615385e-05,3.14247826015466
"SSTR1",2.80425300872366,4.56245439173287,1.1096742093483e-05,5.66002292362658e-05,3.13264494286364
"GDPD5",2.04700459622736,4.72661202296918,5.58355278330057e-06,3.07176660606444e-05,3.13080353044452
"FAM129A",1.81447709847868,4.75759895831644,4.8959676156876e-06,2.73905063522887e-05,3.12535633143389
"CNTNAP3",3.12704835593378,4.57535319607615,1.05198079873807e-05,5.39905273394237e-05,3.12450312161369
"HEG1",1.34303270428151,4.76035613769827,4.83892266052101e-06,2.71057517871945e-05,3.12375755770421
"STAB2",3.48245065392109,4.55717525720208,1.13415692393854e-05,5.76711385881277e-05,3.1206297319647
"C10orf90",4.30847956393324,4.56830224531774,1.08314942694127e-05,5.54396521000387e-05,3.11750353976367
"ZNF257",-1.36393276115087,-4.61660777678491,8.86252604321491e-06,4.63661850841346e-05,3.11615523555031
"C1GALT1",1.09720014673285,4.71911062162192,5.76355630736712e-06,3.155687342805e-05,3.11358170327483
"HOXD9",1.35955330057742,4.64973592925284,7.71713504425336e-06,4.08912349901947e-05,3.10841064461311
"RPP40",-1.02778290069599,-4.66087514034417,7.36519461088049e-06,3.91518239841542e-05,3.10320209933064
"CA14",-1.78403747805917,-4.58740067261842,1.00071785313348e-05,5.16400074680542e-05,3.10134171124105
"PDCD2L",-1.0441145194736,-4.65257478916092,7.62592902721799e-06,4.0472790597321e-05,3.09650956989638
"INPP5D",1.24739993961686,4.71473842312002,5.87104811462739e-06,3.20572350743633e-05,3.08737059601197
"CNTNAP2",-3.61728636023469,-4.62940139064355,8.40195843398564e-06,4.41837488235549e-05,3.07644598087607
"GSTA1",6.43765695291724,4.550463489047,1.16603710552071e-05,5.90943426427673e-05,3.07428602375988
"CREB3L4",-1.81884792820847,-4.73993736935411,5.27712477477898e-06,2.93368226450003e-05,3.06950448812255
"MEOX1",3.65149907226529,4.57227463993587,1.06548153783381e-05,5.45987073085947e-05,3.068946427365
"CDC42EP3",1.10296867854939,4.72932115897867,5.51989124768416e-06,3.04180262799289e-05,3.06572232114252
"LCN12",-2.16297623471025,-4.58295895708819,1.01933056942538e-05,5.25185465890469e-05,3.04848461099349
"PLEKHF1",1.53097155452341,4.66055412340619,7.37511636617928e-06,3.91888211409309e-05,3.04747561464533
"ADAMDEC1",-2.77472114236177,-4.57929478687737,1.03493619498407e-05,5.32189692803508e-05,3.0393698739685
"RBM11",-2.02802689485191,-4.56222520037438,1.11072644231659e-05,5.6632067662007e-05,3.03194090369212
