"","Mycontrast.logFC","Mycontrast.t","Mycontrast.P.Value","Mycontrast.adj.P.Val","Mycontrast.B"
"ZDHHC2",1.98186476157426,7.35694587705986,1.54844832764309e-11,3.2938134763739e-10,15.6992029000368
"IGFBP6",3.66239071083571,7.35597985977212,1.55650275838925e-11,3.30563210212651e-10,15.6963546775212
"MMP10",-4.81636855998196,-7.3299423928068,1.78992922562908e-11,3.74723949118645e-10,15.6758176464242
"CD3EAP",-1.27148212575752,-7.3362365071813,1.73050958025906e-11,3.65173401218622e-10,15.6585255469855
"ARID5B",1.64157151616695,7.387389630634,1.31470363979745e-11,2.84229474806537e-10,15.6458084501722
"CNTD2",-3.425316436516,-7.33041422783795,1.78540570133411e-11,3.74723949118645e-10,15.6423509071272
"MTBP",-1.69135760527196,-7.3341439186446,1.75004477702648e-11,3.68707682242632e-10,15.6350615963964
"PNRC1",1.24433662542841,7.38523567865665,1.33002550398795e-11,2.87072878356681e-10,15.6303476239903
"C1orf74",-1.25612711327837,-7.32097010844431,1.87813839172374e-11,3.90717752529825e-10,15.5382401832571
"ZNF681",-1.55640876797193,-7.32558253041955,1.83226792133241e-11,3.82981625073445e-10,15.5360549265806
"CRYAB",3.89958742666315,7.33085020792285,1.78123597988727e-11,3.74682563591232e-10,15.5165235397557
"DUSP1",2.6049543013601,7.35803144875453,1.5394463026361e-11,3.27993784704963e-10,15.5080325879906
"DYNC1LI2",1.05293072953383,7.36229607125385,1.50458096181813e-11,3.21082430738962e-10,15.5030637412077
"CALCOCO1",1.19335888517174,7.35438685225864,1.56987556453184e-11,3.32868967857704e-10,15.465756832465
"HELLS",-1.86053956903888,-7.31096010861682,1.98163370776623e-11,4.09671806053985e-10,15.416151824929
"AP1S1",-1.04146256668167,-7.33624780458865,1.73040470215082e-11,3.65173401218622e-10,15.3742166584893
"WDFY2",1.1238517925841,7.31330038746145,1.95694274958177e-11,4.05200461967393e-10,15.3465255818209
"DPY30",-1.02739198652413,-7.32408637916465,1.84702429557553e-11,3.84850054405667e-10,15.3291940713049
"VGF",-5.02165580478944,-7.32459152153208,1.8420290276805e-11,3.84414606707266e-10,15.3125577719824
"CD36",4.28484608659949,7.31481860840809,1.94108793859968e-11,4.03179505739597e-10,15.3067106526369
"EGR1",3.27104597773661,7.31422141507842,1.94730921528136e-11,4.03837746510778e-10,15.3011441503128
"ECE2",-1.65366505761703,-7.27609319678908,2.38817484288048e-11,4.89132218980675e-10,15.2953002799993
"PLSCR4",2.1229019017425,7.28727678929046,2.24951456335586e-11,4.61446933143587e-10,15.2851358742416
"NACC1",-1.05802534736562,-7.30475483825582,2.04860444848755e-11,4.22856247393742e-10,15.2372676220206
"H2AFY",-1.07957048416089,-7.29423928316209,2.16724525798163e-11,4.45953685977526e-10,15.2325640066771
"NEK5",-2.15985264967017,-7.24125419557642,2.87663859173404e-11,5.78431690079531e-10,15.2115121430507
"IL1R1",2.28373528943309,7.2925540092064,2.18688121939243e-11,4.49295425679832e-10,15.170999242934
"ASB1",1.00632259571814,7.27081291302888,2.45654947087187e-11,5.00810570864496e-10,15.1106005663191
"RSPH1",-2.64157791902519,-7.22274281324,3.17513849978002e-11,6.29838942887399e-10,15.0897952823013
"GLRX2",-1.63775641827252,-7.2286258023382,3.07709571860146e-11,6.11307108901139e-10,15.0654903294766
"ZFP36",2.8303207627712,7.2724384472212,2.43529653557131e-11,4.98012495550912e-10,15.0607731156457
"RNPEP",-1.16401996949179,-7.27024482771524,2.46402005409722e-11,5.01560759011698e-10,15.0543643527469
"KREMEN2",-3.2177849214501,-7.1950616539944,3.67954926780818e-11,7.23389544760328e-10,15.0413210573335
"GNPAT",-1.03285734357394,-7.26852537333999,2.48676892786314e-11,5.05413820039281e-10,15.0077718204728
"UFC1",-1.11500234268804,-7.26100746634672,2.58869825635455e-11,5.25323107819434e-10,15.0076061992031
"CKS1B",-1.5432870147602,-7.25076128286765,2.73430333649294e-11,5.53173814145843e-10,14.993773243753
"WASF2",1.03166065930027,7.25492698798764,2.6741533920378e-11,5.41833438438776e-10,14.9891018167995
"GJB2",-3.39363500758588,-7.20518197602776,3.48655249808678e-11,6.87489956813505e-10,14.9619323484573
"MYBL2",-3.27376022842062,-7.23215900871663,3.01965894385985e-11,6.01703425997134e-10,14.9411912010884
"SOD2",1.52454948421472,7.24242805647538,2.85867506002674e-11,5.75694516274182e-10,14.9402346228369
"LRRC6",-2.26811373390259,-7.19187941051452,3.74239137117052e-11,7.3350149706674e-10,14.9149491935496
"RNF2",-1.11382644626121,-7.24557182045996,2.81111097022564e-11,5.67844415985579e-10,14.9076970259085
"PRIM1",-1.13235478642022,-7.1971376589748,3.63911659964653e-11,7.16505234076238e-10,14.8930995143096
"GAS2L3",-1.6120463105006,-7.1906091241457,3.76777205937951e-11,7.35271270171832e-10,14.8881621492769
"KNTC1",-1.25751412394073,-7.22907766209398,3.06969032090353e-11,6.10752971968039e-10,14.8775258628925
"C12orf66",-1.04798505471824,-7.20870309283949,3.42178007178992e-11,6.76735009414835e-10,14.8672006700252
"ATAD2",-2.07090430969987,-7.23714138237384,2.94046229281042e-11,5.90368081884289e-10,14.8671551190498
"KPNA2",-1.88226841291931,-7.23387376998296,2.99216687407677e-11,5.97303295753072e-10,14.8528652999556
"SMTN",1.57221840327311,7.23525575432805,2.97019039926684e-11,5.94532362673216e-10,14.8524230141124
"PIGQ",-1.06653989220893,-7.23532827280161,2.96904162188358e-11,5.94532362673216e-10,14.8482202570909
"LCA5L",-1.53523582610651,-7.15847598612995,4.46957815790805e-11,8.6194012102639e-10,14.8174928131515
"BCDIN3D",-1.19885821797817,-7.17757363095464,4.03826585532882e-11,7.85739640174347e-10,14.7873942364226
"CALD1",1.65810974869631,7.2142462562696,3.32221517331576e-11,6.58027379612886e-10,14.7791428615421
"SLC12A8",-1.79857592792658,-7.20716141455686,3.44999208829071e-11,6.81296198808574e-10,14.777528057719
"HIST1H2BC",-3.04980550400718,-7.13120260322442,5.16558336875177e-11,9.84810281728453e-10,14.6750541903832
"MORN3",-2.36976533948942,-7.11988027605061,5.48507223374512e-11,1.03675701035260e-09,14.6550008693796
"RBM34",-1.48124618399647,-7.11500554015449,5.62857075923351e-11,1.05934025199742e-09,14.6465098869093
"HLA-E",1.50629665331718,7.17611178511291,4.069772674895e-11,7.9070722851007e-10,14.6349096530272
"TACC1",2.51681000426127,7.19157039150598,3.74855005140141e-11,7.3350149706674e-10,14.625981866546
"TTC30B",-1.13405220287391,-7.17127015732918,4.17586920793048e-11,8.08944736312272e-10,14.6065042078416
"LGR4",2.77584811002136,7.15429095415758,4.57001608109096e-11,8.77589009708483e-10,14.5140860051094
"CNN1",4.34433706925263,7.12828291747557,5.24616458347996e-11,9.95868057446533e-10,14.508626328526
"SLC20A1",-1.2277996448127,-7.17153832519501,4.16992183302535e-11,8.08944736312272e-10,14.5007380258529
"TMEM121",-1.77341554729562,-7.09936370220413,6.11455293865141e-11,1.13625912824855e-09,14.4871436091233
"CKAP2",-1.5835420513328,-7.15822683992581,4.47549590465672e-11,8.6194012102639e-10,14.480361525357
"TRIM46",-2.43276846195312,-7.10450300951866,5.95046902433017e-11,1.11083600948419e-09,14.460815835605
"DDR2",2.95675796828407,7.1439790346952,4.82712002891783e-11,9.25617755110317e-10,14.4186254607133
"RNF217",1.6663892877835,7.11412894927843,5.65476603936476e-11,1.06275865719936e-09,14.4157459645684
"ACTA2",2.59958760930798,7.13648387218222,5.02292115120123e-11,9.60379620687044e-10,14.3869590313766
"DSN1",-1.12040825968113,-7.12973599248857,5.20590660015213e-11,9.90491643182163e-10,14.3631821355343
"CISD2",-1.02365213166608,-7.13703614055212,5.00822970681408e-11,9.58956400157121e-10,14.3528374904211
"APOBEC3B",-2.68620254766371,-7.07242127388917,7.05076435830654e-11,1.29747793080325e-09,14.3402663888886
"INHBB",2.28221369792061,7.12957485548709,5.21035585862584e-11,9.90491643182163e-10,14.3370509715092
"DPYSL2",1.76913694151561,7.12699875213949,5.28199899389544e-11,1.00123393536147e-09,14.2875430483048
"ILF2",-1.26708420688331,-7.10903316722647,5.80944827026889e-11,1.09028099381458e-09,14.2628444415295
"NMRAL1",-1.18687421717762,-7.12570304860661,5.31840065236229e-11,1.0066918316367e-09,14.2614288059329
"CBX7",1.77576005891348,7.11537894599876,5.61744869557782e-11,1.05875304403405e-09,14.256906175182
"PCSK1",-4.74873849201505,-7.04370702115527,8.20474386095426e-11,1.48912161898883e-09,14.2141129377027
"ZNF771",-1.17034148399527,-7.04019993212482,8.35790180479696e-11,1.51276879315005e-09,14.2084344370746
"XRCC4",-1.03660643801552,-7.05973055560541,7.5395346942287e-11,1.37974527716929e-09,14.2068136377183
"SCNM1",-1.2497996779118,-7.10091082493333,6.06469252482912e-11,1.12857871724352e-09,14.2017233451317
"PALMD",2.93327925046559,7.08512576112959,6.59285860837138e-11,1.21829765708606e-09,14.1858483800031
"HIST2H2BE",-2.49136724748498,-7.10443675635388,5.95255635042168e-11,1.11083600948419e-09,14.1740043273486
"TCF7L2",1.6287248433545,7.09131341964454,6.38061012003123e-11,1.18237888652848e-09,14.1650703551534
"PRX",1.95170971458322,7.05808500922386,7.6053155258622e-11,1.38986090777186e-09,14.1641462636463
"IER3IP1",-1.04350384403766,-7.10530321440995,5.925315405167e-11,1.11045110659723e-09,14.1543854489887
"ZNF672",-1.01610481602944,-7.10098735306974,6.0622366493289e-11,1.12857871724352e-09,14.1323707826271
"KIAA0895",-1.41510527756242,-7.06529794927156,7.32112029577802e-11,1.34535753657554e-09,14.1128684596538
"CHD9",1.17625122388505,7.09419808919687,6.28398304876781e-11,1.16610630740879e-09,14.1089408597217
"SIK2",2.14454258517638,7.08797257053494,6.49435448524435e-11,1.20177348523452e-09,14.0898489899369
"ARHGAP11B",-1.86094095245569,-7.0151090618713,9.53919740260574e-11,1.71020488934792e-09,14.0855504317888
"FOXD2",-2.28816190559332,-7.00508250274915,1.0056116299918e-10,1.80043944200562e-09,14.0559913441238
"SOCS2",2.50806072008307,7.05475843712964,7.74003285906878e-11,1.41252930701157e-09,14.039369907932
"ZBTB4",1.22105438358191,7.07353554873948,7.00937580086133e-11,1.29165809500273e-09,14.0120388814223
"C5orf34",-1.34732987022553,-6.98891448285254,1.09485480328842e-10,1.94966674324483e-09,13.9482271854174
"MRPL9",-1.09407462454562,-7.06407855885486,7.36841686874468e-11,1.35217092358337e-09,13.9462908801105
"SRPX",3.4911834412894,6.99794261172526,1.04409913012683e-10,1.86682102577136e-09,13.9343713644087
"NDE1",-1.01897686510111,-7.05371891118255,7.78261258782492e-11,1.41639267055724e-09,13.9250855861831
"MBNL2",1.40656975359817,7.04196869286277,8.28030841437692e-11,1.50077754288522e-09,13.8418776767755
"HOXA5",3.05748553584096,6.9544933816233,1.31173505236146e-10,2.28000402537833e-09,13.8333209118623
"TMEM186",-1.06390494376946,-6.996258540259,1.05338716053807e-10,1.87835114839342e-09,13.7717602984697
"PPFIBP1",1.25806064021667,7.02786015394494,8.9195940222239e-11,1.6122288047547e-09,13.7656179565435
"CISD3",-1.3779899159402,-7.02173532066239,9.21208340255841e-11,1.66282504091747e-09,13.7625418525481
"PARD6B",-2.59209027253948,-7.01662727684952,9.46324955256572e-11,1.69889083894162e-09,13.7579745127935
"LGALS3",1.72975085892061,7.02064069385938,9.26534630507156e-11,1.66788839404628e-09,13.7462878292056
"SUN2",1.25689690760611,7.01724499621322,9.43251978900647e-11,1.69567485500468e-09,13.7447651493392
"RIBC1",-1.6372325871087,-6.93950894192667,1.41893102499274e-10,2.43500342304527e-09,13.7307122170652
"C2CD4D",-2.00846041100376,-6.93002603653588,1.49119419372908e-10,2.53925230080174e-09,13.7037827570769
"CST1",-7.42427124795177,-6.93115062053217,1.48243801123976e-10,2.53085642925332e-09,13.703526881265
"CEACAM5",-7.31984257719345,-6.9234176777584,1.54368962196775e-10,2.61518020336175e-09,13.6590549250383
"TACC3",-1.79708019626889,-6.99687642091453,1.0499699670754e-10,1.87478443108969e-09,13.6381306752947
"ID4",3.66592158940878,6.94467897711079,1.38100203509136e-10,2.38457321673951e-09,13.6286629528666
"FANCD2",-1.60871529424304,-6.97713254338348,1.16477434024382e-10,2.05481723943547e-09,13.6104668082383
"CDC14B",1.79665958291271,6.94681885195148,1.36559790304082e-10,2.36379109169592e-09,13.6080395219104
"CHST3",2.14825854992409,6.95868495304673,1.28320878239833e-10,2.23985955143962e-09,13.5933846960825
"MEG3",3.43394744517959,6.92658180270719,1.51833058097773e-10,2.57882309588142e-09,13.577584650111
"CCND2",1.67638411597204,6.97684649731678,1.16652560717128e-10,2.05516648581667e-09,13.5715924843285
"FOS",3.45600314873802,6.98072484198871,1.14300103121555e-10,2.02450423614632e-09,13.5555418559639
"POP1",-1.4556344826746,-6.94666291527687,1.36671467398336e-10,2.36379109169592e-09,13.5544538704345
"SQLE",-2.57403619529606,-6.98338520636657,1.12713592614004e-10,2.00176314614212e-09,13.5442675402323
"CTXN1",-2.40969033292749,-6.95671854900242,1.29651425577619e-10,2.26010278236821e-09,13.5360955318301
"BRI3BP",-1.42449557707524,-6.98260139863906,1.13178742478855e-10,2.00732968061357e-09,13.534314725653
"IER5L",-1.69247280075963,-6.95390165377081,1.31581226967373e-10,2.28171849804104e-09,13.5205455853322
"NR3C1",1.69233290336585,6.97395447565504,1.18437826323257e-10,2.07831681708622e-09,13.5063326439098
"MYCBP2",1.42438047631707,6.97874982949246,1.1549215409017e-10,2.04015579541662e-09,13.49891513112
"PLTP",2.11739201603767,6.97525036856391,1.17634548978469e-10,2.0697110605507e-09,13.496388953479
"TYMS",-1.80805953509423,-6.94423159376237,1.38424420370442e-10,2.38475716916838e-09,13.4698846583033
"PRDM11",1.20836100373416,6.92607200399703,1.52238840189388e-10,2.58240012121256e-09,13.4625365321735
"CORO2A",-1.89579955471252,-6.96753119395989,1.22500089182411e-10,2.1467532185066e-09,13.4568972683845
"TXNIP",1.97314084274447,6.93358769344781,1.46363649614413e-10,2.50522308932509e-09,13.45550235145
"MT1X",2.60684298625132,6.93277484891169,1.46988109623109e-10,2.51266108323431e-09,13.4034551616814
"GAS6",1.89342097141984,6.95429503407266,1.31310034565663e-10,2.28000402537833e-09,13.3933529289342
"VANGL1",-1.12802807959691,-6.95642576564696,1.29850696714837e-10,2.26059811609738e-09,13.3906925705125
"SCN4B",2.42039730057792,6.8884668692492,1.85320317814595e-10,3.08812736146714e-09,13.3884399870294
"ISM1",3.04034888338438,6.8904379036211,1.83422318580128e-10,3.06035396864272e-09,13.3860248162108
"MXD3",-1.3904797174059,-6.89201772846914,1.81914903316119e-10,3.0428774788566e-09,13.3856682932852
"COX6C",-2.87690913860364,-6.93052508748241,1.48730221986751e-10,2.53588861740554e-09,13.3693636371709
"KANK1",1.77528972927028,6.94449489443907,1.38233516532326e-10,2.38457321673951e-09,13.3567344409809
"H2AFX",-1.42059431670684,-6.94033750735121,1.4127838987871e-10,2.42760308634443e-09,13.3240321072247
"SAP30",-1.60298768099235,-6.89177384194217,1.8214681047122e-10,3.04290965826352e-09,13.3224430177901
"INSM1",-7.63729625663899,-6.90501185333494,1.69971693981787e-10,2.85755461635708e-09,13.3206012862024
"MRPL53",-1.23989289659254,-6.85707598359861,2.18297491521624e-10,3.60586031251262e-09,13.2973657204893
"ENTPD8",-3.71595428832904,-6.85282502216537,2.23187226971017e-10,3.67287338315115e-09,13.2972058907292
"PIK3R1",1.88186537945686,6.93533383540212,1.45031040290615e-10,2.48562913741597e-09,13.2900438248028
"SASS6",-1.02972043084708,-6.88554396354222,1.88170676958847e-10,3.13168078848113e-09,13.2775801403419
"PSMB4",-1.17183845302426,-6.91832186462345,1.58541239688896e-10,2.68242857074652e-09,13.2656908402907
"PCGF5",1.04888106361359,6.92913727365431,1.49815036014378e-10,2.54781843381265e-09,13.2569683684601
"TAF1A",-1.19692638970506,-6.85125905522485,2.25015629154463e-10,3.69377393218698e-09,13.1812209998792
"DONSON",-1.32578632347325,-6.87393830130242,1.99921803339614e-10,3.3147435839429e-09,13.1562409233203
"ACSL4",1.82582112692783,6.8927614920503,1.81209471398679e-10,3.03491457731129e-09,13.1558873449314
"SBK1",-2.64106017434314,-6.90341877466725,1.71393211726623e-10,2.87779642684639e-09,13.1535951731582
"TSTD1",-1.64026801513503,-6.906283905207,1.68844997326889e-10,2.8422241216693e-09,13.133240501592
"TMEM79",-1.40538557109295,-6.88203438133418,1.91650396982368e-10,3.18558593275593e-09,13.0705622492876
"TUBB3",-3.74837047628643,-6.80856608324076,2.80978604240768e-10,4.52266169429392e-09,13.0702966190722
"HLF",3.45515660251281,6.82981159340884,2.515969541146e-10,4.0895323094475e-09,13.056782632223
"MAPKAPK2",-1.41413475727907,-6.87749507993712,1.96245462173191e-10,3.25787165622772e-09,13.0384515236822
"TLN1",1.21274649813877,6.85845788593803,2.1673083449152e-10,3.58445708894662e-09,13.001770486607
"PFKFB4",-1.56202633931475,-6.82584719479914,2.56839205889856e-10,4.16450923177535e-09,12.9470005810656
"TUBA1C",-1.48310460538231,-6.86635963603483,2.07983565746259e-10,3.44409331462923e-09,12.9265752937881
"CYB561D2",-1.16909970600392,-6.85353801396904,2.22359614536417e-10,3.6638107844724e-09,12.9118216122566
"CRIM1",1.67962431479748,6.85631558128393,2.19164320205312e-10,3.61566473894823e-09,12.883747023431
"SRXN1",-1.63663544779959,-6.75826507065268,3.64728025540461e-10,5.73806956709375e-09,12.8472321536068
"FAM189B",-1.09782435197216,-6.85151201559565,2.24719277655583e-10,3.69349163063481e-09,12.8425685861391
"BUB3",-1.15245228282439,-6.84418437075188,2.33461977597768e-10,3.82293988316345e-09,12.8313949511053
"CLIP4",2.3236784774686,6.80087232485657,2.92433621534118e-10,4.70132350731217e-09,12.8272288609808
"DCAF13",-1.34913532080685,-6.83997377529488,2.3863673085642e-10,3.90284621256032e-09,12.7887740159981
"CDC7",-1.99889592805168,-6.77338437094791,3.37252876350265e-10,5.36321250840187e-09,12.7711131252159
"SH3D19",1.66003051384205,6.83385092779337,2.46364269468514e-10,4.0150154662955e-09,12.7593165891447
"TNFRSF18",-2.45357008762665,-6.76201473682798,3.57714779641592e-10,5.64114928419298e-09,12.7363806167728
"TMEM14A",-1.09436509568693,-6.81602989914819,2.70289574691058e-10,4.37723545010697e-09,12.7346815457715
"OTUD7B",-1.17512594806432,-6.82778585421642,2.54262319737364e-10,4.12778497232522e-09,12.734563432406
"CABYR",-1.96124432197335,-6.77179053893693,3.40050105432875e-10,5.40120401558508e-09,12.71360372841
"CDK5R1",-1.68464652435275,-6.74897798289145,3.82687817220553e-10,5.99212131318951e-09,12.7084100141102
"GAS1",2.73650876932273,6.77443317567949,3.35424589143357e-10,5.34055684591547e-09,12.688009420635
"C3",2.44335631400873,6.80014342168265,2.93542475388181e-10,4.7134229270158e-09,12.6744995492414
"PCGF2",-1.24252085423042,-6.81125901964648,2.77074744738236e-10,4.46525693986796e-09,12.6448012181385
"ITM2C",1.71002593685121,6.79339180910863,3.04012718862445e-10,4.869724313885e-09,12.6365201388871
"DSCC1",-1.61453155475181,-6.74687291385068,3.86878469785704e-10,6.04343451444468e-09,12.6093521469849
"RASIP1",1.80566692364006,6.75764432591569,3.65902063204619e-10,5.74489243884872e-09,12.5837343869042
"PAXIP1",-1.00276204475541,-6.78914261080397,3.10790382849101e-10,4.96027449394023e-09,12.5703462913639
"KLHL36",1.42233967591931,6.79688720748225,2.98546929900497e-10,4.78796900547088e-09,12.5694536997442
"PLEK2",-2.04514629760692,-6.73776306537662,4.05541957879393e-10,6.29601038359953e-09,12.562247714131
"PEX5L",-3.29762254911472,-6.70005265051338,4.92718247520844e-10,7.52789276321972e-09,12.5555234470589
"CELF2",2.47443666449354,6.76539343613758,3.51509457919558e-10,5.56984627273494e-09,12.5335046189945
"OPN3",-1.37943971988063,-6.73736452861195,4.06378419438742e-10,6.29601038359953e-09,12.5306913950313
"FMNL2",1.658754801805,6.76125345560274,3.5912780284815e-10,5.656690427957e-09,12.5254555649579
"CCDC65",-1.61122426229615,-6.69599621949388,5.0313172001231e-10,7.66928086115538e-09,12.5240880872424
"MET",2.45489290591776,6.73752306169425,4.06045481496534e-10,6.29601038359953e-09,12.4840451473593
"UST",2.2458716706175,6.70566853129043,4.78651551958648e-10,7.33839940204505e-09,12.4751467252882
"RPS6KA3",1.38751538735611,6.75757674546986,3.66030105505969e-10,5.74489243884872e-09,12.4476531597374
"NLRP1",1.77453673097532,6.7164608990957,4.52721918429371e-10,6.95698455602672e-09,12.4359254457492
"ADSS",-1.1415580597677,-6.76980216167523,3.43571892131686e-10,5.45059916642007e-09,12.4326586155019
"NAT14",-1.33315428399654,-6.7490281049305,3.82588584998049e-10,5.99212131318951e-09,12.4211132640548
"CCDC150",-1.74111990746411,-6.66823932298697,5.80450165577153e-10,8.74707988696049e-09,12.4071500305248
"VAMP2",1.06716360637544,6.76406680961761,3.53933171678238e-10,5.60154281635738e-09,12.399282861399
"DIXDC1",1.52824438135525,6.74703557205767,3.86553051122083e-10,6.04343451444468e-09,12.3877905168045
"TTC13",-1.09244758931215,-6.73204346653727,4.17710873183894e-10,6.44892947852521e-09,12.3761222302187
"MRPS12",-1.04721767716862,-6.74411527950721,3.92436790494539e-10,6.12303204602976e-09,12.3480815757702
"ZNF669",-1.10407026351083,-6.68394130356385,5.35376783124937e-10,8.13268681690706e-09,12.3118868097887
"VWF",2.22027622290717,6.73825127697453,4.04519598819768e-10,6.28930530197926e-09,12.3097713524788
"NFIB",2.53882937566237,6.73683971103667,4.07482520459455e-10,6.30573243064217e-09,12.3033681970066
"ANKS1B",-1.71968255872594,-6.68057288039214,5.44745549325960e-10,8.26551417790341e-09,12.2892689598516
"RTN4RL2",-1.62037029636733,-6.67126784736015,5.71474683598737e-10,8.62164371572964e-09,12.2873724600129
"TMEM47",2.35947155333963,6.70617290572043,4.77407752816821e-10,7.32782131962803e-09,12.2648137728226
"TMEM141",-1.1219340036331,-6.73653212541725,4.08130988233796e-10,6.30838914173056e-09,12.2617614219262
"TMEM191A",-1.65629628325627,-6.63436488024965,6.90822324459079e-10,1.0269966488672e-08,12.2387915664211
"FEN1",-1.30810591716108,-6.71924003534764,4.46272330147418e-10,6.86584790718661e-09,12.226092861686
"CHEK1",-1.58008619861226,-6.68783917215003,5.24733681757839e-10,7.98935712697119e-09,12.2232152893132
"NEDD9",2.03966989942113,6.72284373655682,4.38043982509159e-10,6.74710120207064e-09,12.2167862192624
"NAALADL1",1.38130132552633,6.62911008817474,7.0970479783561e-10,1.05152342443034e-08,12.2073138893859
"KLF4",3.03276004558314,6.70436400299493,4.81883395105278e-10,7.37939722296058e-09,12.1865295667021
"PIGW",-1.17347329678752,-6.6610653954129,6.02269646886484e-10,9.02449569417335e-09,12.1282625754687
"SORCS1",-3.14941288415558,-6.63276655195322,6.96512685680761e-10,1.03313445563253e-08,12.1052998037929
"IL33",3.75554609079169,6.6208859692609,7.4028341990676e-10,1.09072270921897e-08,12.0816478944826
"PSMC3IP",-1.5708155453702,-6.61540550191546,7.61378242621615e-10,1.11682877251958e-08,12.0718741998161
"PCSK7",1.20086569813323,6.67561092529747,5.58841761426225e-10,8.46968538995462e-09,12.0489367224661
"RNF32",-1.37748160803546,-6.60062162712598,8.21283734383448e-10,1.1927996805299e-08,12.0423626943996
"WNT3",-1.84035943900681,-6.62523041616879,7.23971642437464e-10,1.07026467051286e-08,12.0366683511413
"LDB2",2.07810287486548,6.64712377600108,6.47011888503259e-10,9.65119988363768e-09,12.0312644172566
"ACVR2A",1.13798345552678,6.65554560213628,6.19606917983225e-10,9.27377729845708e-09,12.0115803672991
"P4HA3",-2.28239923255746,-6.60239807779919,8.13846759421582e-10,1.18459917204697e-08,11.9830783672553
"TRAM1L1",-1.40233766706611,-6.6149069684884,7.63326297170549e-10,1.1172090971088e-08,11.9633201546777
"MRPL17",-1.10265313793161,-6.67463612212969,5.61653025454266e-10,8.50063003303377e-09,11.9500363576251
"URB2",-1.24194566900634,-6.66154904202781,6.00773544792594e-10,9.01228432103267e-09,11.9487850499897
"KCTD3",-1.50700639819708,-6.66323250485708,5.95594484058561e-10,8.94473395979435e-09,11.944288935448
"CACNB3",-1.22747435022888,-6.6663690597204,5.86062260502395e-10,8.82160383243138e-09,11.9378941060742
"LRP1",2.58674255256268,6.64889748895825,6.41142530736987e-10,9.57444336815019e-09,11.9295908118481
"TLE4",1.90874486557707,6.61509234798776,7.62601340433778e-10,1.1172090971088e-08,11.9232594338398
"ZNF213",-1.06063931957031,-6.66412942646798,5.92853169942256e-10,8.91368214943863e-09,11.8921542199554
"WDYHV1",-1.32202902299114,-6.6169188971619,7.55494520502527e-10,1.11066088897433e-08,11.8164933062071
"FAM13A",1.91249809402458,6.62250641625874,7.34157303905577e-10,1.08411108124718e-08,11.7980279924684
"GNG11",2.23217032983085,6.613680369533,7.68140263894151e-10,1.12301257807553e-08,11.7489778191424
"C21orf58",-1.50255301780388,-6.57903440871811,9.17190585383521e-10,1.320494954865e-08,11.7467461635156
"FANCF",-1.21828721204125,-6.62028083855284,7.42584024763242e-10,1.09289535390906e-08,11.7286572669919
"FLNA",1.92475387973517,6.59002139192934,8.67073933008913e-10,1.25203054266264e-08,11.723771526224
"HMGB3",-2.13198375244618,-6.62133411108261,7.3858419107622e-10,1.0894322666811e-08,11.7108588450592
"C1R",1.98647670615846,6.6155909017523,7.60655030787561e-10,1.11682877251958e-08,11.6863519318897
"HSPA1L",-1.23327659578269,-6.53628801011953,1.14082273388889e-09,1.61781624781178e-08,11.6769292477333
"ALDH1A1",2.68780010836238,6.59204659441778,8.58135314910908e-10,1.24087304388921e-08,11.6768580696998
"CLDN11",3.31557096432187,6.53893429091775,1.12553926749539e-09,1.59957143375204e-08,11.6667224742765
"FGF1",2.43534087093676,6.5536051602749,1.04439804689056e-09,1.49227111861868e-08,11.6189560665306
"HAUS1",-1.25960893193965,-6.57949905064551,9.15014457197793e-10,1.318796980739e-08,11.6143335234467
"CYTH3",1.3746592833617,6.59958006457528,8.25675271803647e-10,1.19786288610023e-08,11.611373575993
"PSMB3",-1.11337660245452,-6.607466338814,7.92991863617739e-10,1.15551490611523e-08,11.6109739384723
"SLIT3",2.881955383748,6.58987042005683,8.67743940459256e-10,1.25203054266264e-08,11.5961252535508
"PCDHB4",2.09164683619049,6.51156771291823,1.29384051396557e-09,1.81635906745612e-08,11.5893469500131
"FAT1",2.0512065358978,6.59298170351582,8.54038747861033e-10,1.2363005112636e-08,11.5840611641396
"ZNF860",-1.63728653181323,-6.53179822997693,1.16722242942018e-09,1.65348179482424e-08,11.5824068704997
"ABCA5",1.71806321393264,6.56589205999405,9.80899935652553e-10,1.40915168823224e-08,11.5815148794227
"RNF150",2.8594103153653,6.548000973522,1.07468936285159e-09,1.5322429913674e-08,11.555472633745
"SPNS2",2.17061182661383,6.55817767994125,1.02030770681306e-09,1.46100554857615e-08,11.549564171901
"CST5",-6.83857723468254,-6.53910089883808,1.12458381228426e-09,1.59957143375204e-08,11.5410109090438
"PGM5",2.97236613581425,6.52289244664455,1.22138191665757e-09,1.72099085615509e-08,11.5352930039488
"RGMA",3.15109136393845,6.52596792373087,1.20240452377934e-09,1.69786704953302e-08,11.5056096032023
"KCNH1",-3.62674722791528,-6.48605550182739,1.4729522965851e-09,2.04283352579847e-08,11.5033654467817
"OTUB2",-1.53623357193679,-6.50381950793773,1.34583922742754e-09,1.8803377843816e-08,11.5003454406838
"ROBO3",2.30772843468803,6.48267435820156,1.49845288668998e-09,2.06952297951932e-08,11.4505371973794
"TGFB1I1",1.66007343463557,6.5493725844726,1.06719656446527e-09,1.52320148267961e-08,11.3919584051953
"MAPK15",-2.59661604762252,-6.51125072443693,1.29592847077211e-09,1.81635906745612e-08,11.38604616369
