"","logFC","AveExpr","t","P.Value","adj.P.Val","B","ensembl_gene_id","hgnc_symbol"
"FHL1",-5.36148565173361,4.76030475057248,-34.1566198463363,3.9809034558972e-154,1.73164336611508e-152,341.627248820226,"ENSG00000022267","FHL1"
"NLRP2",4.60402238929007,2.42305218907015,6.56870647516576,9.57620955401331e-11,1.56740004926953e-10,13.4780838441355,"ENSG00000022556","NLRP2"
"ERP44",1.07396997669002,7.10382535484515,17.9602775731052,4.05227847384945e-60,2.63549192465906e-59,125.286581380878,"ENSG00000023318","ERP44"
"ALAS1",1.07978503348861,5.64215163406817,13.2278169106159,5.31408003758789e-36,1.8748684889896e-35,70.0696410967191,"ENSG00000023330","ALAS1"
"ABCC2",-2.1380057312362,-0.524573549304529,-16.6531380213311,4.1564822810023e-53,2.28567214462557e-52,109.891779643889,"ENSG00000023839","ABCC2"
"DEF6",1.48978064128166,3.57412766885499,11.4813556113118,3.43610597686512e-28,9.74410608916572e-28,52.6739575658166,"ENSG00000023892","DEF6"
"GCLM",1.30981009919287,4.76923545214493,10.9507772294462,5.77370977759843e-26,1.53756976565877e-25,47.3206231123927,"ENSG00000023909","GCLM"
"EHD2",-3.05653084045188,5.72574463577947,-23.6944320199299,9.43216630459226e-93,1.19741831769289e-91,200.343185671566,"ENSG00000024422","EHD2"
"DEPDC1",7.09593277523086,3.15165038324699,15.0910046550908,4.74215451342866e-45,2.1423828328862e-44,91.5745240644551,"ENSG00000024526","DEPDC1"
"RRAGD",1.38731781140203,3.53291150292261,7.2336510401929,1.17897582598603e-12,2.07286315216957e-12,17.2962504849999,"ENSG00000025039","RRAGD"
"HSD17B6",-3.56932501093976,0.75202735283987,-30.3758751029322,3.94375147664003e-132,1.0782265988563e-130,291.208566289515,"ENSG00000025423","HSD17B6"
"TYMP",1.17032907883,5.42717145033348,7.26558717289137,9.46054943134291e-13,1.66855777281005e-12,17.0574972073508,"ENSG00000025708","TYMP"
"TOMM34",1.61724680842159,5.92882938227566,19.8091309622195,2.28324776733039e-70,1.83872072047756e-69,149.000247273819,"ENSG00000025772","TOMM34"
"RTEL1-TNFRSF6B",-1.47769204813682,5.69296205231614,-19.22651116872,4.21510023210558e-67,3.18010351853882e-66,141.332590500518,"ENSG00000026036","RTEL1-TNFRSF6B"
"FAS",-1.64248749361068,3.84446844260594,-19.3258446407647,1.17522496373483e-67,8.97131249121518e-67,142.71924949382,"ENSG00000026103","FAS"
"RNASET2",2.44825873973245,7.25748814543779,16.8687393964974,3.004925869357e-54,1.69957593836557e-53,111.877015010824,"ENSG00000026297","RNASET2"
"CD44",-1.26664008849016,7.54025641461489,-8.68787694936318,2.36025976921329e-17,4.84752280164694e-17,27.3294084537965,"ENSG00000026508","CD44"
"KCNG1",-2.83341859133834,2.62159327604646,-16.0808074235609,4.11961258796663e-50,2.11659506250079e-49,102.506191734723,"ENSG00000026559","KCNG1"
"AGPAT4",-1.06664761288766,4.52467494973599,-11.6529053776347,6.32583367338999e-29,1.83078673908979e-28,53.7942877764149,"ENSG00000026652","AGPAT4"
"SLAMF7",2.09511299750348,2.02718654366285,7.69316762582303,4.59865423952095e-14,8.46589191556347e-14,20.7956405614182,"ENSG00000026751","SLAMF7"
"MIPEP",1.25133024417229,4.59828958191005,11.6671676093057,5.49140869181738e-29,1.59325751515919e-28,54.2568155393208,"ENSG00000027001","MIPEP"
"PRKCH",-1.16689158809609,4.30440284354632,-13.8430279621019,6.49355762863664e-39,2.49652029350472e-38,76.6965911770819,"ENSG00000027075","PRKCH"
"INSRR",-4.91689749772847,-2.48490233106604,-31.7437646353159,3.87281430611308e-140,1.26980263047989e-138,309.506329928604,"ENSG00000027644","INSRR"
"ARNTL2",2.04132513607961,3.23328279176059,9.59777772584244,1.23097099365812e-20,2.79144917347616e-20,35.5553398317129,"ENSG00000029153","ARNTL2"
"ANK1",1.16438370008853,0.83529310229385,4.8527175355789,1.48637768174608e-06,2.07930755495203e-06,3.99869173868231,"ENSG00000029534","ANK1"
"IBSP",3.24297443666938,-2.98694339247683,9.05332581796125,1.21607452881951e-18,2.60078322783211e-18,31.5618924078289,"ENSG00000029559","IBSP"
"HMGB3",4.56888118109224,6.06724262555446,23.2230244229924,5.38809066883233e-90,6.52669899558627e-89,194.441839515867,"ENSG00000029993","HMGB3"
"BAK1",1.29567370978286,4.35170579944595,12.8455885909493,3.12453303955285e-34,1.04810057324847e-33,66.3210809740615,"ENSG00000030110","BAK1"
"IKZF2",1.27077928095097,3.91301535748502,8.15904340862795,1.45214058148071e-15,2.81409711840552e-15,23.7965800870306,"ENSG00000030419","IKZF2"
"GRN",1.6532501470369,8.84579089666411,20.0825180303873,6.54178119177125e-72,5.45972676210842e-71,152.391923797742,"ENSG00000030582","GRN"
"FAM13B",-1.01264819830366,5.08936632893326,-18.5391352452558,2.73268806006575e-63,1.90970664389931e-62,132.594283595488,"ENSG00000031003","FAM13B"
"ARHGAP31",-2.02182858615714,3.61474188749301,-26.3929493375159,1.22179814392473e-108,2.10175789196046e-107,236.974915834578,"ENSG00000031081","ARHGAP31"
"ARID4A",-1.04530398218869,4.23029715536442,-23.3713209779048,7.32901037436781e-91,8.97752303090573e-90,196.068148234438,"ENSG00000032219","ARID4A"
"EIPR1",1.57570376000871,4.94736006621553,19.7635635613648,4.12191509305672e-70,3.30416199302336e-69,148.582779606979,"ENSG00000032389","EIPR1"
"LRRC7",-1.37813786335292,0.0261442002920759,-9.77497423980937,2.64228204866005e-21,6.11994765300454e-21,37.159998660789,"ENSG00000033122","LRRC7"
"GAB2",-1.94076922128334,4.8315979720002,-21.0885021930363,1.22609731204237e-77,1.15980560813205e-76,165.574990165885,"ENSG00000033327","GAB2"
"ATP6V0A1",-1.14166760452177,5.9580609556228,-19.1361894566435,1.34387474452945e-66,1.00433621117512e-65,140.172127668999,"ENSG00000033627","ATP6V0A1"
"APBA2",3.59895887070222,3.93027551506298,12.5204816821365,9.42310446472332e-33,3.02981034429804e-32,63.2840858221003,"ENSG00000034053","APBA2"
"MAP2K3",1.16487837220597,5.64300197050214,14.4808112227892,5.16064242474489e-42,2.14837913639201e-41,83.8675935912402,"ENSG00000034152","MAP2K3"
"EFCAB1",-1.70413677380657,2.15300103368936,-7.11164690659171,2.7129542547795e-12,4.70913136293351e-12,16.2792052369439,"ENSG00000034239","EFCAB1"
"TMSB10",2.57920666672186,10.0099348919427,29.8003628625843,9.50712312425219e-129,2.42091603877855e-127,283.16434244719,"ENSG00000034510","TMSB10"
"MYOC",-3.06880466065516,-0.0843777328752858,-15.3223494165927,3.21747142744109e-46,1.49819418336506e-45,93.9929113549104,"ENSG00000034971","MYOC"
"SH3YL1",1.24720922677152,6.74057021479455,12.0479993797031,1.20428914923286e-30,3.6431522077816e-30,57.6859191648057,"ENSG00000035115","SH3YL1"
"FAM136A",1.77488899303375,5.88023442890687,22.7445129736835,3.31966145988034e-87,3.78958474114482e-86,187.740720898219,"ENSG00000035141","FAM136A"
"VCL",-1.86731729203152,7.63580500936858,-22.6787025296916,8.01679452176519e-87,9.09804468725766e-86,186.716922010914,"ENSG00000035403","VCL"
"DEPDC1B",4.78868928899772,2.47483254693394,14.581999928949,1.63602496756626e-42,6.92146095300954e-42,85.7605050369608,"ENSG00000035499","DEPDC1B"
"TIMP2",-2.66251336356543,7.53893811906214,-18.586912911854,1.49007942165378e-63,1.0476201270418e-62,133.232324288987,"ENSG00000035862","TIMP2"
"MYOM2",-1.66173902725951,0.609935831774404,-11.3863245074495,8.70951839348181e-28,2.44283854860111e-27,51.8420011589342,"ENSG00000036448","MYOM2"
"CYP46A1",-3.29310019841696,-0.0059548078652574,-30.0611458716832,2.78397016305549e-130,7.3576956900268e-129,286.98122157208,"ENSG00000036530","CYP46A1"
"USP2",-1.56464643651255,1.86816359206836,-12.3659768984161,4.66451156585279e-32,1.46891271426557e-31,61.4088231014118,"ENSG00000036672","USP2"
"TUBG2",-1.51338067510318,4.33102066553804,-30.0539423365769,3.06904269636451e-130,8.09883687635191e-129,286.634573905691,"ENSG00000037042","TUBG2"
"RPL26L1",1.24904263583738,4.01517043368966,13.5351575145852,1.9054851930053e-37,7.01062607500347e-37,73.7432808218488,"ENSG00000037241","RPL26L1"
"FLT4",-2.66793411128498,3.50535721606343,-33.6679141595443,2.61128786504684e-151,1.08708100787618e-149,335.156782570749,"ENSG00000037280","FLT4"
"HOXC8",-2.47299629502003,-2.71789291513453,-9.08484247667341,9.37440975082687e-19,2.01104205243725e-18,31.5678671392132,"ENSG00000037965","HOXC8"
"BOD1L1",-1.04577533043635,5.60422669043239,-16.6305795891709,5.4666440739432e-53,2.99763195793119e-52,108.90709730708,"ENSG00000038219","BOD1L1"
"TLL1",-2.91603003090637,0.16941797749409,-20.9733984600508,5.59112302309653e-77,5.22367214203925e-76,164.554949734734,"ENSG00000038295","TLL1"
"TRIO",-1.58300046405993,6.01836112500238,-18.2913937145052,6.28562515530318e-62,4.24468291072216e-61,129.444203380096,"ENSG00000038382","TRIO"
"MSR1",1.14611832023897,3.60311164615789,7.00632409511287,5.5176029922244e-12,9.45510845793989e-12,15.7310019784578,"ENSG00000038945","MSR1"
"CDH1",6.85725726966149,6.91633567730281,16.5440340308014,1.56161051987316e-52,8.4883678087091e-52,108.557890928993,"ENSG00000039068","CDH1"
"DNAH5",3.82865830797979,1.85745488051954,9.9201755857908,7.37125082212619e-22,1.73330719992379e-21,38.6397394305841,"ENSG00000039139","DNAH5"
"RIPOR1",-1.86038557480005,6.02825372263826,-25.6448068305011,3.19030428760186e-104,5.06816736690703e-103,226.71488025393,"ENSG00000039523","RIPOR1"
"C6",-1.98119567504098,-0.836231214720873,-5.90896707004938,5.25518097466275e-09,8.09485356243752e-09,9.36710236609885,"ENSG00000039537","C6"
"PHLPP2",-1.1064150450296,3.84367753504717,-21.5016705287079,5.2004769871689e-80,5.11918284916406e-79,171.165077312964,"ENSG00000040199","PHLPP2"
"SPDL1",1.0629523798823,4.09489519706588,8.91803971202398,3.68645091464175e-18,7.76041072943471e-18,29.6217308284845,"ENSG00000040275","SPDL1"
"CDH10",1.66119502629343,-2.89762260223965,5.06099432664856,5.26979037611423e-07,7.5092683220783e-07,5.3771603013443,"ENSG00000040731","CDH10"
"RAB27B",1.7178208397487,2.35591249196355,7.02310254614213,4.93052816882903e-12,8.46488217016583e-12,16.1218066503975,"ENSG00000041353","RAB27B"
"PSMA4",1.03457195621707,7.08572307586744,16.3753117398893,1.19993624040944e-51,6.36959459569744e-51,105.826852852138,"ENSG00000041357","PSMA4"
"RIPOR3",-5.09326243042893,2.36014633157001,-56.9016771299047,3.56868270149795e-272,4.4463237401592e-269,613.27839684265,"ENSG00000042062","RIPOR3"
"TDP1",1.60738550841225,4.55999138636979,20.6899900465506,2.32351147700176e-75,2.09128022153466e-74,160.712023963868,"ENSG00000042088","TDP1"
"CAPG",1.59831181075933,6.23648613806546,13.2489600625606,4.23283785113433e-36,1.49824250481608e-35,70.2709575381188,"ENSG00000042493","CAPG"
"AP2S1",1.78714523784329,6.26132440456285,23.2519599129396,3.65132610612828e-90,4.43215596862879e-89,194.487358680429,"ENSG00000042753","AP2S1"
"USH2A",-1.03646231216846,-1.69673321854567,-5.43581925108439,7.41662270146266e-08,1.09420747510457e-07,6.98796138389724,"ENSG00000042781","USH2A"
"TG",-2.90898216683558,-0.464314011986559,-19.8219751147785,1.93289322868071e-70,1.55873585704474e-69,149.596050468871,"ENSG00000042832","TG"
"ADAM28",3.13653638441146,4.97089430034165,8.08247975665903,2.59142803283071e-15,4.98646212649377e-15,23.3185295551998,"ENSG00000042980","ADAM28"
"BARX2",3.81472597923675,-0.740778818521143,9.2202153049335,3.04124111063967e-19,6.62359454275038e-19,32.8577695501071,"ENSG00000043039","BARX2"
"JADE2",-1.69913235362861,4.42658583497522,-19.2085261893062,5.31052963809456e-67,3.99790973143218e-66,141.149172223535,"ENSG00000043143","JADE2"
"ZIC2",4.00351708599036,-1.59464166450901,6.8158251221203,1.94791735607414e-11,3.27399522470623e-11,15.2976030148257,"ENSG00000043355","ZIC2"
"ADRB1",1.08457727316073,-2.18725369968963,4.22154258843094,2.72892817265289e-05,3.63114609166102e-05,1.5145743445882,"ENSG00000043591","ADRB1"
"PHKA2",-1.11051386736763,5.45631359289828,-17.1926681856412,5.64626210513383e-56,3.33066452146937e-55,115.768498589578,"ENSG00000044446","PHKA2"
"EPHA3",-3.6460693550141,0.744019772596447,-23.0541581110491,5.21160699761362e-89,6.20095913092594e-88,192.076219584589,"ENSG00000044524","EPHA3"
"HSPA5",1.55303441463684,9.63679540982394,22.9747414268857,1.51380258915579e-88,1.78173134700704e-87,190.667416683503,"ENSG00000044574","HSPA5"
"DSG2",4.00154891289545,6.28698336465865,18.7343510634399,2.28518691780996e-64,1.62895445064811e-63,135.512201315062,"ENSG00000046604","DSG2"
"MAGEC2",1.08032396910009,-4.88510023131576,3.59950133482977,0.000340126733426281,0.000431824049141467,-0.652721063197773,"ENSG00000046774","MAGEC2"
"CP",3.7757862826875,7.43159999973653,12.7183202990452,1.19334703492236e-33,3.92894532467926e-33,64.7905617519588,"ENSG00000047457","CP"
"ANO2",-2.89007914022672,0.165022466350733,-24.6298898001132,3.04462210922932e-98,4.26222660122688e-97,213.388848039702,"ENSG00000047617","ANO2"
"SCML1",-1.7086232797478,4.30263202366774,-15.7366427892236,2.46979727323361e-48,1.20945182024183e-47,98.2779802785216,"ENSG00000047634","SCML1"
"WWC3",-1.01839315354275,5.01727267908759,-13.4383325126131,5.46404365681122e-37,1.98478370482628e-36,72.2192961512941,"ENSG00000047644","WWC3"
"ARHGAP6",-4.90188016457471,1.59851222367672,-54.7252024967262,4.62948148822285e-262,3.84533550471767e-259,589.995990678499,"ENSG00000047648","ARHGAP6"
"FAM184B",-1.79649484823799,3.5698182952721,-33.4465496754836,4.96226039949223e-150,2.02708918380194e-148,332.238016134032,"ENSG00000047662","FAM184B"
"ROS1",2.48292633292361,-3.47007824764849,6.97590986658228,6.76181822938222e-12,1.15384851668083e-11,16.3651612714999,"ENSG00000047936","ROS1"
"NOP16",1.12495876571275,5.64389900156604,16.6604534717369,3.80295975555357e-53,2.09456984578847e-52,109.411629636077,"ENSG00000048162","NOP16"
"TNFRSF17",1.54036363452822,-2.69034844273398,4.56398826474472,5.87731754577526e-06,8.03558943023654e-06,3.0459230547504,"ENSG00000048462","TNFRSF17"
"LMO3",-4.02988654916538,2.34514830985157,-20.5885991424114,8.78690864669889e-75,7.79207155690741e-74,159.165223449656,"ENSG00000048540","LMO3"
"CELF2",-1.91188914947983,4.33083471514491,-15.3489549133731,2.35805688663941e-46,1.10213253680738e-45,93.7245649157057,"ENSG00000048740","CELF2"
"COL9A2",2.26947994670844,5.14250781555677,8.85190563119378,6.30952680666903e-18,1.31947099974497e-17,29.0802476211714,"ENSG00000049089","COL9A2"
"KITLG",-1.72871257570421,3.69826230613611,-15.1412627062659,2.6479849014812e-45,1.20377379818964e-44,91.3946957416304,"ENSG00000049130","KITLG"
"H6PD",-1.21463082567467,6.38714987001979,-16.3634800245006,1.38389839436616e-51,7.3371853169997e-51,105.683698941836,"ENSG00000049239","H6PD"
"PER3",-1.80315411179498,4.09386184165127,-17.6959129814818,1.10437181758177e-58,6.96440983878482e-58,122.062150678144,"ENSG00000049246","PER3"
"UTS2",-1.74351515586244,1.4829324693122,-15.9539682666794,1.87156212538512e-49,9.4297106161446e-49,101.318914158567,"ENSG00000049247","UTS2"
"TNFRSF9",5.5240194242142,0.118200653442514,16.7900031222652,7.85653544323683e-54,4.39517471893458e-53,111.5488737112,"ENSG00000049249","TNFRSF9"
"EPN3",3.94768442968645,3.68131367181938,10.2528596743029,3.75311564934184e-23,9.16756704543758e-23,41.4279171083803,"ENSG00000049283","EPN3"
"ELN",-2.22402167241413,5.11789411766379,-12.5267038196113,8.83294400982583e-33,2.84162748733663e-32,62.561024381121,"ENSG00000049540","ELN"
"RFC2",1.41657237680214,5.03874324548369,16.3114364744854,2.59022636923201e-51,1.36499451838411e-50,105.366971244232,"ENSG00000049541","RFC2"
"CLPTM1L",1.01827706562294,6.6821927821875,17.7979927400817,3.0891927000038e-59,1.96875368162829e-58,123.27477929476,"ENSG00000049656","CLPTM1L"
"NEDD4L",1.26654168752844,5.4235293034055,13.2997097151609,2.44964272066418e-36,8.73270344912023e-36,70.9111042341548,"ENSG00000049759","NEDD4L"
"FOXP3",2.52170199962882,1.57218108989052,16.3601384205657,1.44077361818689e-51,7.6294517978245e-51,106.441700991129,"ENSG00000049768","FOXP3"
"PPP1R3F",-1.49179303429885,2.11529498145853,-19.2923557759778,1.80812964182131e-67,1.37485637935001e-66,142.59789620353,"ENSG00000049769","PPP1R3F"
"NEXMIF",-1.89168392595887,0.492747495024579,-9.33961154246762,1.11489390798371e-19,2.46290456395134e-19,33.3419635810635,"ENSG00000050030","NEXMIF"
"DKK3",-1.20835787410683,4.8339816326828,-9.56843558747843,1.5849461516067e-20,3.58669119388632e-20,34.5659213742062,"ENSG00000050165","DKK3"
"ARHGEF5",1.39410910522866,4.4020135458768,9.63996767481301,8.5501254444901e-21,1.94877614175148e-20,35.6144981926814,"ENSG00000050327","ARHGEF5"
"NFE2L3",1.43682820936465,4.48975143731727,7.76067819168398,2.8160173393517e-14,5.22662166953731e-14,20.7792473177495,"ENSG00000050344","NFE2L3"
"LIMA1",-1.53561068749763,5.98290698806082,-21.7225497299779,2.77603405386107e-81,2.80709344936224e-80,173.939060780159,"ENSG00000050405","LIMA1"
"SLC4A8",1.91116742344333,2.03475292575847,10.4333846432728,7.23790681568741e-24,1.81238599750266e-23,43.0575619220124,"ENSG00000050438","SLC4A8"
"LAMC3",1.53233920284798,3.8074403677525,6.47804476508259,1.69629401216268e-10,2.754977323478e-10,12.3956105769202,"ENSG00000050555","LAMC3"
"PTGER3",-7.46234730229213,1.28097373482645,-49.1175099748794,7.37745990486605e-235,2.3830561688996e-232,527.431127448179,"ENSG00000050628","PTGER3"
"TNIP3",3.34147678663739,-1.26582482151903,9.88919890212062,9.69026295667713e-22,2.26943148165036e-21,38.52421904524,"ENSG00000050730","TNIP3"
"COL23A1",1.41394041276431,2.14646121891793,4.71124659256458,2.94196343849813e-06,4.06404278591296e-06,3.18655871764325,"ENSG00000050767","COL23A1"
"RAD51",3.45602217406952,2.63098840007175,15.7181119693005,3.07505871207442e-48,1.50205122135856e-47,98.8102576290732,"ENSG00000051180","RAD51"
"POLQ",4.3945518420883,2.6738083111582,15.3496975604514,2.33768171873643e-46,1.09290223049905e-45,94.5344297049571,"ENSG00000051341","POLQ"
"CYBA",2.81340264349634,7.27137010470087,22.4110931298445,2.87739779891897e-85,3.16459330432179e-84,183.211658847715,"ENSG00000051523","CYBA"
"THOC3",2.09696597362809,5.5622782562901,16.8687882667861,3.00313202674377e-54,1.69911229135555e-53,112.117255360559,"ENSG00000051596","THOC3"
"PRSS8",8.07189700128957,6.22683961252932,12.2591814996824,1.39855548308668e-31,4.35391813162252e-31,60.7449941982883,"ENSG00000052344","PRSS8"
"MSMO1",1.0292248796497,5.31384205663823,11.743531314918,2.56974254745176e-29,7.52585951229029e-29,54.815473516008,"ENSG00000052802","MSMO1"
"ALX4",-2.79189466512526,-1.96688676723935,-10.3957229125321,1.02207412594371e-23,2.54613524404971e-23,42.7640436527483,"ENSG00000052850","ALX4"
"FSTL4",4.82859743564897,-0.161363220625519,11.0354117124317,2.57867149748172e-26,6.9413220571873e-26,48.912871402249,"ENSG00000053108","FSTL4"
"FOXN3",-1.54184083012032,5.70656744283918,-20.2517028551993,7.20841800620829e-73,6.17262814346054e-72,154.590334183811,"ENSG00000053254","FOXN3"
"METTL24",-2.09763683188693,0.0233035422247621,-10.2631909975326,3.41768102759799e-23,8.36696283009007e-23,41.3957434934966,"ENSG00000053328","METTL24"
"MRTO4",1.08801262476276,5.42389657472403,15.4277927856544,9.37433837177403e-47,4.42295331941721e-46,94.7721896645209,"ENSG00000053372","MRTO4"
"NNAT",-1.82928622542569,-0.724296604829601,-10.610956394672,1.40513170376725e-24,3.59538100466659e-24,44.6715128776892,"ENSG00000053438","NNAT"
"MCF2L2",1.18592656797945,3.12828672537591,9.36724011715743,8.8261468434689e-20,1.95497751607147e-19,33.5188826324599,"ENSG00000053524","MCF2L2"
"NRIP2",-2.10871008888819,2.03351305311115,-29.2490152385164,1.67481007459714e-125,3.9746547117276e-124,275.944926023685,"ENSG00000053702","NRIP2"
"LAMA3",-1.717158947745,5.37253171995433,-10.7931852326876,2.55975945681645e-25,6.68311393582539e-25,45.4768677241096,"ENSG00000053747","LAMA3"
"KCNQ1",1.47297522616565,3.71015846175018,7.22536922967659,1.248061722556e-12,2.19211968850511e-12,17.2197194540029,"ENSG00000053918","KCNQ1"
